Category,Keyword,Clue 1,Clue 2,Clue 3
மூன்றெழுத்து,பல்லி,ஊர்வன,சுவர்,பூச்சி
மூன்றெழுத்து,பட்டு,ஆடை,துணி,மென்மை
மூன்றெழுத்து,படம்,திரைப்படம்,ஓவியம்,புகைப்படம்
மூன்றெழுத்து,பணம்,காசு,ரூபாய்,செல்வம்
மூன்றெழுத்து,பணிவு,அடக்கம்,எளிமை,மரியாதை
மூன்றெழுத்து,பதவி,வேலை,அதிகாரம்,பொறுப்பு
மூன்றெழுத்து,பள்ளி,கல்வி,மாணவர்,ஆசிரியர்
மூன்றெழுத்து,பதில்,கேள்வி,விடை,மறுமொழி
மூன்றெழுத்து,பரிசு,அன்பளிப்பு,வெகுமதி,போட்டி
மூன்றெழுத்து,பறவை,சிறகு,கூடு,வானம்
மூன்றெழுத்து,பாடம்,கல்வி,ஆசிரியர்,கற்றல்
மூன்றெழுத்து,பாரம்,எடை,கனம்,சுமை
மூன்றெழுத்து,பாலம்,இணைப்பு,ஆறு,கடந்துசெல்
மூன்றெழுத்து,புகழ்,பெருமை,கீர்த்தி,அவமானம்
மூன்றெழுத்து,புதன்,கோள்,அறிவன்,புத்தி
மூன்றெழுத்து,புரவி,குதிரை,பந்தயம்,சவாரி
மூன்றெழுத்து,பெருமை,கர்வம்,புகழ்,சிறுமை
மூன்றெழுத்து,பேச்சு,வார்த்தை,மொழி,உரையாடல்
மூன்றெழுத்து,பொழுது,நேரம்,காலை,மாலை
மூன்றெழுத்து,பொறுமை,சகிப்புத்தன்மை,அவசரம்,அமைதி
மூன்றெழுத்து,போட்டி,பந்தயம்,விளையாட்டு,ஜெயித்தல்
மூன்றெழுத்து,மதில்,சுவர்,கோட்டை,பாதுகாப்பு
மூன்றெழுத்து,மலர்,பூ,செடி,மணம்
மூன்றெழுத்து,மலிவு,விலை,குறைவு,அதிகம்
மூன்றெழுத்து,மணல்,கடற்கரை,வீடு,பாலைவனம்
மூன்றெழுத்து,மாளிகை,அரண்மனை,வீடு,பெரிய
மூன்றெழுத்து,மூட்டு,இணைப்பு,முழங்கால்,முழங்கை
மூன்றெழுத்து,மூலிகை,செடி,மருந்து,வேர்
மூன்றெழுத்து,வண்டி,வாகனம்,சக்கரம்,பயணம்
மூன்றெழுத்து,வண்டு,பூச்சி,தேனீ,ரீங்காரம்
மூன்றெழுத்து,வறுமை,ஏழ்மை,செல்வம்,பசி
மூன்றெழுத்து,வாடகை,குடியிருப்பு,பணம்,ஒப்பந்தம்
மூன்றெழுத்து,வாரம்,கிழமை,மாதம்,ஏழு
மூன்றெழுத்து,வாய்மை,உண்மை,பொய்,சத்தியம்
மூன்றெழுத்து,வானம்,ஆகாயம்,மேகம்,நீலம்
மூன்றெழுத்து,விரல்,கை,கால்,நகம்
மூன்றெழுத்து,வெண்மை,கருமை,நிறம்,தூய்மை
மூன்றெழுத்து,வெள்ளி,உலோகம்,கிழமை,பளபளப்பு
மூன்றெழுத்து,வெற்றி,தோல்வி,சாதனை,மகிழ்ச்சி
மூன்றெழுத்து,வேங்கை,புலி,விலங்கு,காடு
மூன்றெழுத்து,வேடன்,வேட்டை,காடு,விலங்கு
மூன்றெழுத்து,வைகாசி,மாதம்,தமிழ்,இரண்டாம்
நான்கெழுத்து,அங்காடி,கடை,சந்தை,வணிகம்
நான்கெழுத்து,அச்சம்,பயம்,தைரியம்,திகில்
நான்கெழுத்து,அரசன்,ராஜா,மன்னன்,ஆளுநர்
நான்கெழுத்து,அறிஞர்,புலவர்,ஞானி,மேதை
நான்கெழுத்து,அறுவடை,விவசாயம்,நெல்,விளைச்சல்
நான்கெழுத்து,ஆசிரியை,ஆசிரியர்,மாணவர்,பாடம்
நான்கெழுத்து,ஆடவர்,ஆண்கள்,பெண்கள்,மனிதர்
நான்கெழுத்து,ஆதவன்,சூரியன்,பகல்,ஒளி
நான்கெழுத்து,ஆபத்து,அபாயம்,பாதுகாப்பு,எச்சரிக்கை
நான்கெழுத்து,ஆயிரம்,நூறு,லட்சம்,எண்
நான்கெழுத்து,இயற்கை,செயற்கை,காடு,செடி
நான்கெழுத்து,இளைஞர்,வாலிபர்,முதியவர்,இளமை
நான்கெழுத்து,உலகம்,பூமி,நாடு,மக்கள்
நான்கெழுத்து,உலோகம்,தங்கம்,இரும்பு,வெள்ளி
நான்கெழுத்து,ஊதியம்,சம்பளம்,வருமானம்,வேலை
நான்கெழுத்து,ஊறுகாய்,புளிப்பு,உணவு,சுவை
நான்கெழுத்து,எண்ணம்,சிந்தனை,கருத்து,நினைவு
நான்கெழுத்து,எரிமலை,நெருப்பு,சீற்றம்,குழம்பு
நான்கெழுத்து,ஏராளம்,அதிகம்,நிறைய,குறைவு
நான்கெழுத்து,ஐப்பசி,மாதம்,தமிழ்,ஏழாம்
நான்கெழுத்து,ஓவியம்,சித்திரம்,வரைதல்,கலை
நான்கெழுத்து,கட்டளை,ஆணை,உத்தரவு,அதிகாரம்
நான்கெழுத்து,கட்டுரை,எழுத்து,பத்தி,வாக்கியம்
நான்கெழுத்து,கண்ணீர்,அழுகை,சோகம்,துளி
நான்கெழுத்து,கணிதம்,கணக்கு,எண்,கூட்டல்
நான்கெழுத்து,கல்லணை,அணை,ஆறு,நீர்
நான்கெழுத்து,கல்லூரி,படிப்பு,மாணவர்,பட்டம்
நான்கெழுத்து,களிமண்,மண்,பானை,சிற்பம்
நான்கெழுத்து,கற்பனை,நிஜம்,கனவு,சிந்தனை
நான்கெழுத்து,கவிஞர்,புலவர்,பாட்டு,இலக்கியம்
நான்கெழுத்து,காய்கறி,செடி,உணவு,சமையல்
நான்கெழுத்து,காரியம்,செயல்,வேலை,நோக்கம்
நான்கெழுத்து,கால்நடை,மாடு,ஆடு,விலங்கு
நான்கெழுத்து,கிராமம்,ஊர்,நகரம்,மக்கள்
நான்கெழுத்து,கூட்டம்,நெரிசல்,மக்கள்,தனிமை
நான்கெழுத்து,கூட்டல்,கழித்தல்,கணிதம்,எண்
நான்கெழுத்து,கூந்தல்,முடி,தலை,அழகு
நான்கெழுத்து,கொண்டாடு,விழா,மகிழ்ச்சி,கொண்டாட்டம்
நான்கெழுத்து,கோபுரம்,கோயில்,உயரம்,வாசல்
நான்கெழுத்து,கோரிக்கை,வேண்டுகோள்,விண்ணப்பம்,மனு
நான்கெழுத்து,சட்டம்,விதி,ஒழுங்கு,நீதி
நான்கெழுத்து,சகோதரி,அக்கா,தங்கை,உடன்பிறப்பு
நான்கெழுத்து,சமூகம்,மக்கள்,சமுதாயம்,நாகரிகம்
நான்கெழுத்து,சித்திரை,மாதம்,தமிழ்,முதல்
நான்கெழுத்து,சிரமம்,கடினம்,எளிது,கஷ்டம்
நான்கெழுத்து,சிற்பம்,சிலை,கலை,அழகு
நான்கெழுத்து,சிறப்பு,பொது,முக்கியத்துவம்,தனித்துவம்
நான்கெழுத்து,சுற்றுலா,பயணம்,பிரயாணம்,சுற்றிப்பார்
நான்கெழுத்து,சூழ்நிலை,நிலைமை,சூழல்,சந்தர்ப்பம்
நான்கெழுத்து,செயற்கை,இயற்கை,மனிதனால்,உருவாக்கப்பட்ட
நான்கெழுத்து,செல்வம்,வளம்,பணம்,சொத்து
நான்கெழுத்து,செவ்வாய்,கோள்,கிரகம்,சிவப்பு
நான்கெழுத்து,தண்டனை,அபராதம்,குற்றம்,சிறை
நான்கெழுத்து,தண்ணீர்,நீர்,பருகு,அத்தியாவசியம்
நான்கெழுத்து,தலைவர்,வழிகாட்டி,தலைமை,நிர்வாகி
நான்கெழுத்து,திங்கள்,கிழமை,சந்திரன்,சோமవారం
நான்கெழுத்து,திருவிழா,கொண்டாட்டம்,பண்டிகை,கூட்டம்
நான்கெழுத்து,தெய்வம்,கடவுள்,இறைவன்,சக்தி
நான்கெழுத்து,தேர்தல்,வாக்கு,ஜனநாயகம்,பிரதிநிதி
நான்கெழுத்து,தொண்ணூறு,எண்,நூறு,பத்தொன்பது
நான்கெழுத்து,பங்குனி,மாதம்,தமிழ்,கடைசி
நான்கெழுத்து,நகரம்,மாநகரம்,பட்டணம்,கிராமம்
நான்கெழுத்து,நடனம்,ஆட்டம்,இசை,கலை
நான்கெழுத்து,நரகம்,சொர்க்கம்,பாவம்,தண்டனை
நான்கெழுத்து,நாடகம்,நடிப்பு,மேடை,கதை
நான்கெழுத்து,நாணயம்,காசு,நேர்மை,உலோகம்
நான்கெழுத்து,நெருப்பு,தீ,சூடு,எரி
நான்கெழுத்து,நூலகம்,புத்தகம்,வாசிப்பு,அறிவு
நான்கெழுத்து,பண்பாடு,கலாச்சாரம்,நாகரிகம்,பாரம்பரியம்
நான்கெழுத்து,பயணம்,பிரயாணம்,செலவு,அனுபவம்
நான்கெழுத்து,பயிற்சி,பழக்கம்,கற்றல்,திறமை
நான்கெழுத்து,பாடகர்,இசை,பாட்டு,குரல்
நான்கெழுத்து,பாராட்டு,வாழ்த்து,மரியாதை,புகழ்ச்சி
நான்கெழுத்து,புன்னகை,சிரிப்பு,மகிழ்ச்சி,முகம்
நான்கெழுத்து,பொங்கல்,பண்டிகை,அறுவடை,சூரியன்
நான்கெழுத்து,பொறுப்பு,கடமை,அக்கறை,பதில்
நான்கெழுத்து,மகளிர்,பெண்கள்,தாய்,சகோதரி
நான்கெழுத்து,மகுடம்,கிரீடம்,அரசன்,அதிகாரம்
நான்கெழுத்து,மஞ்சள்,நிறம்,மங்கலம்,கிழங்கு
நான்கெழுத்து,மந்திரி,அமைச்சர்,அரசு,ஆலோசனை
நான்கெழுத்து,மரியாதை,மதிப்பு,வணக்கம்,பண்பு
நான்கெழுத்து,மல்லிகை,பூ,மணம்,வெண்மை
நான்கெழுத்து,மன்னன்,அரசன்,ராஜா,ஆட்சி
நான்கெழுத்து,மாநிலம்,தேசம்,அரசு,நிர்வாகம்
நான்கெழுத்து,மார்கழி,மாதம்,தமிழ்,ஒன்பதாம்
நான்கெழுத்து,மிருகம்,விலங்கு,காடு,பிராணி
நான்கெழுத்து,மூங்கில்,மரம்,புல்,குழாய்
நான்கெழுத்து,யுத்தம்,போர்,சண்டை,அமைதி
நான்கெழுத்து,வகுப்பு,பாடம்,மாணவர்,அறை
நான்கெழுத்து,வண்ணம்,நிறம்,சாயல்,அழகு
நான்கெழுத்து,வரலாறு,சரித்திரம்,கடந்தகாலம்,நிகழ்வு
நான்கெழுத்து,வருடம்,ஆண்டு,மாதம்,நாள்
நான்கெழுத்து,விஞ்ஞானி,அறிவியல்,கண்டுபிடிப்பு,ஆராய்ச்சி
நான்கெழுத்து,விமானம்,வானூர்தி,பற,ஆகாயம்
நான்கெழுத்து,வியப்பு,ஆச்சரியம்,அதிசயம்,திகைப்பு
நான்கெழுத்து,வியாழன்,கோள்,குரு,கிழமை
நான்கெழுத்து,விளக்கு,ஒளி,தீபம்,வெளிச்சம்
நான்கெழுத்து,விவசாயி,உழவன்,நிலம்,பயிர்
நான்கெழுத்து,வேளாண்மை,விவசாயம்,பயிரிடுதல்,பொருளாதாரம்
ஐந்தெழுத்து,அடிப்படை,ஆதாரம்,மூலம்,தொடக்கம்
ஐந்தெழுத்து,அடையாளம்,சான்று,குறி,தனித்துவம்
ஐந்தெழுத்து,அச்சகம்,அச்சு,புத்தகம்,இயந்திரம்
ஐந்தெழுத்து,அதிகாரம்,ஆட்சி,உரிமை,சக்தி
ஐந்தெழுத்து,அதிசயம்,ஆச்சரியம்,வியப்பு,அற்புதம்
ஐந்தெழுத்து,அதிர்ச்சி,திகைப்பு,நடுக்கம்,எதிர்பாராத
ஐந்தெழுத்து,அமைச்சர்,மந்திரி,அரசு,துறை
ஐந்தெழுத்து,அரசியல்,அரசாங்கம்,கொள்கை,கட்சி
ஐந்தெழுத்து,அரண்மனை,மாளிகை,ராஜா,ராணி
ஐந்தெழுத்து,அறிவிப்பு,செய்தி,தகவல்,விளம்பரம்
ஐந்தெழுத்து,அறிவியல்,விஞ்ஞானம்,ஆராய்ச்சி,அறிவு
ஐந்தெழுத்து,அனுபவம்,பட்டறிவு,உணர்வு,நிகழ்வு
ஐந்தெழுத்து,அவசரம்,விரைவு,தாமதம்,முக்கியம்
ஐந்தெழுத்து,அவமானம்,இழிவு,மரியாதை,பழி
ஐந்தெழுத்து,ஆண்டவன்,கடவுள்,இறைவன்,தெய்வம்
ஐந்தெழுத்து,ஆத்திரம்,கோபம்,சினம்,வெறுப்பு
ஐந்தெழுத்து,ஆராய்ச்சி,ஆய்வு,தேடல்,கண்டுபிடிப்பு
ஐந்தெழுத்து,ஆலமரம்,மரம்,விழுது,பறவைகள்
ஐந்தெழுத்து,இயக்கம்,அசைவு,செயல்பாடு,குழு
ஐந்தெழுத்து,உதாரணம்,எடுத்துக்காட்டு,மாதிரி,விளக்கம்
ஐந்தெழுத்து,உரையாடல்,பேச்சு,சம்பாஷணை,கலந்துரையாடல்
ஐந்தெழுத்து,உறக்கம்,தூக்கம்,ஓய்வு,கனவு
ஐந்தெழுத்து,உறுதிமொழி,சத்தியம்,வாக்குறுதி,சபதம்
ஐந்தெழுத்து,ஏற்றுமதி,இறக்குமதி,வணிகம்,வெளிநாடு
ஐந்தெழுத்து,ஔவையார்,புலவர்,கவிஞர்,மூதாட்டி
ஐந்தெழுத்து,கடற்கரை,ஓரம்,மணல்,அலை
ஐந்தெழுத்து,கடிகாரம்,நேரம்,மணி,நொடி
ஐந்தெழுத்து,கதாநாயகி,நடிகை,திரைப்படம்,முக்கிய பாத்திரம்
ஐந்தெழுத்து,கதிரவன்,சூரியன்,பகல்,ஒளி
ஐந்தெழுத்து,கம்பளம்,விரிப்பு,தரை,மென்மை
ஐந்தெழுத்து,கரிகாலன்,சோழன்,மன்னன்,கல்லணை
ஐந்தெழுத்து,கல்வெட்டு,பாறை,எழுத்து,சரித்திரம்
ஐந்தெழுத்து,கற்கண்டு,சர்க்கரை,இனிப்பு,வெள்ளை
ஐந்தெழுத்து,காட்டுத்தீ,நெருப்பு,காடு,பரவுதல்
ஐந்தெழுத்து,காப்பியம்,இலக்கியம்,கதை,புராணம்
ஐந்தெழுத்து,கார்த்திகை,மாதம்,தமிழ்,எட்டாம்
ஐந்தெழுத்து,குற்றவாளி,குற்றம்,நிரபராதி,தண்டனை
ஐந்தெழுத்து,கைப்பற்று,பிடி,ஆக்கிரமி,வெற்றி
ஐந்தெழுத்து,கைவிலங்கு,சங்கிலி,கட்டு,சிறை
ஐந்தெழுத்து,சகோதரன்,அண்ணன்,தம்பி,உடன்பிறப்பு
ஐந்தெழுத்து,சங்கீதம்,இசை,பாட்டு,ராகம்
ஐந்தெழுத்து,சம்பளம்,ஊதியம்,வருமானம்,வேலை
ஐந்தெழுத்து,சமாதானம்,அமைதி,போர்,ஒப்பந்தம்
ஐந்தெழுத்து,சிநேகிதன்,நண்பன்,தோழன்,நட்பு
ஐந்தெழுத்து,சித்திரம்,ஓவியம்,வரைபடம்,கலை
ஐந்தெழுத்து,சுகாதாரம்,ஆரோக்கியம்,தூய்மை,நல்வாழ்வு
ஐந்தெழுத்து,செல்வாக்கு,ஆதிக்கம்,மதிப்பு,சக்தி
ஐந்தெழுத்து,சொர்க்கம்,மோட்சம்,நரகம்,இன்பம்
ஐந்தெழுத்து,தஞ்சாவூர்,சோழநாடு,கோயில்,ஓவியம்
ஐந்தெழுத்து,தமிழகம்,மாநிலம்,தென்னிந்தியா,சென்னை
ஐந்தெழுத்து,தயாரிப்பு,உற்பத்தி,உருவாக்கம்,பொருள்
ஐந்தெழுத்து,தன்னலம்,சுயநலம்,பொதுநலம்,அகந்தை
ஐந்தெழுத்து,திருமணம்,கல்யாணம்,மணமக்கள்,உறவு
ஐந்தெழுத்து,துறைமுகம்,கப்பல்,ஏற்றுமதி,இறக்குமதி
ஐந்தெழுத்து,தென்மேற்கு,திசை,தெற்கு,மேற்கு
ஐந்தெழுத்து,தொழிற்சாலை,ஆலை,உற்பத்தி,இயந்திரம்
ஐந்தெழுத்து,நங்கூரம்,கப்பல்,நிறுத்து,இரும்பு
ஐந்தெழுத்து,நம்பிக்கை,பற்று,உறுதி,திண்ணம்
ஐந்தெழுத்து,நிகழ்ச்சி,நிகழ்வு,விழா,ஏற்பாடு
ஐந்தெழுத்து,நிபந்தனை,கட்டுப்பாடு,விதி,ஒப்பந்தம்
ஐந்தெழுத்து,நிரூபணம்,ஆதாரம்,சான்று,மெய்ப்பித்தல்
ஐந்தெழுத்து,நிறுவனம்,அமைப்பு,கம்பெனி,தொழில்
ஐந்தெழுத்து,நூற்றாண்டு,நூறு,வருடம்,காலம்
ஐந்தெழுத்து,பதினொன்று,எண்,பத்து,ஒன்று
ஐந்தெழுத்து,பரிந்துரை,சிபாரிசு,ஆலோசனை,ஆதரவு
ஐந்தெழுத்து,பலகாரம்,தின்பண்டம்,உணவு,இனிப்பு
ஐந்தெழுத்து,பம்பரம்,விளையாட்டு,சுற்றுதல்,கயிறு
ஐந்தெழுத்து,பரம்பரை,தலைமுறை,பாரம்பரியம்,மூதாதையர்
ஐந்தெழுத்து,பாரதியார்,கவிஞர்,தேசபக்தி,விடுதலை
ஐந்தெழுத்து,பிரதமர்,முதன்மை,அமைச்சர்,அரசு
ஐந்தெழுத்து,பின்விளைவு,விளைவு,முடிவு,பாதிப்பு
ஐந்தெழுத்து,புத்தகம்,நூல்,வாசிப்பு,அறிவு
ஐந்தெழுத்து,புத்தாண்டு,புது வருடம்,கொண்டாட்டம்,தொடக்கம்
ஐந்தெழுத்து,புரட்டாசி,மாதம்,தமிழ்,ஆறாம்
ஐந்தெழுத்து,போராட்டம்,சண்டை,எதிர்ப்பு,முயற்சி
ஐந்தெழுத்து,மகிழ்ச்சி,சந்தோஷம்,இன்பம்,துக்கம்
ஐந்தெழுத்து,மதிப்பெண்,புள்ளி,தேர்வு,தரம்
ஐந்தெழுத்து,மன்னிப்பு,பொறுத்தல்,கருணை,குற்றம்
ஐந்தெழுத்து,மழைத்துளி,நீர்,மேகம்,துளி
ஐந்தெழுத்து,மாவட்டம்,நிர்வாகம்,பகுதி,மாநிலம்
ஐந்தெழுத்து,மிரட்டல்,அச்சுறுத்தல்,பயமுறுத்து,எச்சரிக்கை
ஐந்தெழுத்து,மின்சாரம்,சக்தி,ஒளி,கம்பி
ஐந்தெழுத்து,முக்கியம்,அவசியம்,முதன்மை,தேவை
ஐந்தெழுத்து,முதியவர்,வயதானவர்,இளைஞர்,அனுபவம்
ஐந்தெழுத்து,மூலதனம்,முதலீடு,பணம்,தொழில்
ஐந்தெழுத்து,வகுத்தல்,பிரித்தல்,கணிதம்,எண்
ஐந்தெழுத்து,வகுப்பறை,பாடம்,மாணவர்,ஆசிரியர்
ஐந்தெழுத்து,வசந்தம்,பருவம்,பூக்கள்,இளவேனில்
ஐந்தெழுத்து,வடமேற்கு,திசை,வடக்கு,மேற்கு
ஐந்தெழுத்து,வணக்கம்,நமஸ்காரம்,மரியாதை,வரவேற்பு
ஐந்தெழுத்து,வரவேற்பு,உபசரிப்பு,வருகை,விருந்தினர்
ஐந்தெழுத்து,வல்லரசு,சக்திவாய்ந்த,நாடு,பொருளாதாரம்
ஐந்தெழுத்து,வள்ளுவர்,திருக்குறள்,புலவர்,தெய்வீகம்
ஐந்தெழுத்து,வாக்கியம்,சொல்,மொழி,பொருள்
ஐந்தெழுத்து,வியாபாரம்,வணிகம்,தொழில்,லாபம்
ஐந்தெழுத்து,விவசாயம்,வேளாண்மை,உழவு,பயிர்
ஐந்தெழுத்து,விளையாட்டு,ஆட்டம்,போட்டி,பொழுதுபோக்கு
ஐந்தெழுத்து,வினைச்சொல்,செயல்,மொழி,இலக்கணம்
ஐந்தெழுத்து,வெண்கலம்,உலோகம்,சிலை,பாத்திரம்
ஆறெழுத்து,அடைக்கலம்,புகலிடம்,தஞ்சம்,பாதுகாப்பு
ஆறெழுத்து,அரசாங்கம்,அரசு,ஆட்சி,நிர்வாகம்
ஆறெழுத்து,அரிச்சுவடி,அகரவரிசை,எழுத்துக்கள்,அடிப்படை
ஆறெழுத்து,அலங்காரம்,ஒப்பனை,அழகு,ஜோடனை
ஆறெழுத்து,அலங்கோலம்,சீர்குலைவு,ஒழுங்கின்மை,குழப்பம்
ஆறெழுத்து,அலுவலகம்,காரியாலயம்,வேலை,பணியாளர்
ஆறெழுத்து,இசைத்தட்டு,பாடல்,இசை,பதிவு
ஆறெழுத்து,இடியாப்பம்,உணவு,அரிசி,சேவை
ஆறெழுத்து,இயக்குனர்,நெறியாளர்,திரைப்படம்,வழிகாட்டி
ஆறெழுத்து,இலக்கணம்,மொழி,விதி,சொல்
ஆறெழுத்து,இலக்கியம்,நூல்,கவிதை,உரைநடை
ஆறெழுத்து,இறக்குமதி,ஏற்றுமதி,வணிகம்,பொருள்கள்
ஆறெழுத்து,உயிரெழுத்து,மெய்யெழுத்து,அகரம்,உயிர்
ஆறெழுத்து,உலகப்போர்,சண்டை,நாடுகள்,அழிவு
ஆறெழுத்து,உறுப்பினர்,அங்கத்தினர்,குழு,சங்கம்
ஆறெழுத்து,எதிர்காலம்,வருங்காலம்,இறந்தகாலம்,நிகழ்காலம்
ஆறெழுத்து,எழுத்தாளர்,ஆசிரியர்,நூல்,படைப்பாளி
ஆறெழுத்து,ஒத்துழைப்பு,கூட்டுறவு,உதவி,ஒன்றிணைந்து
ஆறெழுத்து,ஒப்புக்கொள்,சம்மதி,ஏற்றுக்கொள்,மறுக்காதே
ஆறெழுத்து,ஒப்பந்தம்,உடன்படிக்கை,உடன்பாடு,கையெழுத்து
ஆறெழுத்து,ஒருமைப்பாடு,ஒற்றுமை,வேற்றுமை,கூட்டு
ஆறெழுத்து,கட்டுப்பாடு,அடக்கம்,ஒழுங்கு,வரம்பு
ஆறெழுத்து,கதாநாயகன்,நடிகர்,திரைப்படம்,முக்கிய பாத்திரம்
ஆறெழுத்து,கரகாட்டம்,நடனம்,நாட்டுப்புறம்,செம்பு
ஆறெழுத்து,கரும்பலகை,எழுதுபலகை,பள்ளி,ஆசிரியர்
ஆறெழுத்து,களஞ்சியம்,சேமிப்பு,கிடங்கு,தானியம்
ஆறெழுத்து,கறிவேப்பிலை,இலை,மணம்,சமையல்
ஆறெழுத்து,கன்யாகுமரி,முக்கடல்,தெற்கு,முனை
ஆறெழுத்து,கிருமிநாசினி,மருந்து,அழி,நுண்ணுயிர்
ஆறெழுத்து,குக்கிராமம்,சிறிய,ஊர்,மக்கள்
ஆறெழுத்து,குடியேறுதல்,குடிபெயர்தல்,வசித்தல்,புதிய இடம்
ஆறெழுத்து,குளிர்காலம்,பனிக்காலம்,வேனிற்காலம்,குளிர்
ஆறெழுத்து,கொண்டாட்டம்,விழா,மகிழ்ச்சி,கொண்டாடு
ஆறெழுத்து,சதவிகிதம்,நூறு,பங்கு,கணக்கு
ஆறெழுத்து,சதுரங்கம்,விளையாட்டு,ராஜா,ராணி
ஆறெழுத்து,சமுத்திரம்,கடல்,பெருங்கடல்,ஆழம்
ஆறெழுத்து,சரித்திரம்,வரலாறு,கடந்தகாலம்,நிகழ்வு
ஆறெழுத்து,சாயங்காலம்,மாலை,பொழுது,இரவு
ஆறெழுத்து,சுதந்திரம்,விடுதலை,அடிமைத்தனம்,உரிமை
ஆறெழுத்து,சுற்றுலாமையம்,இடம்,பயணம்,தகவல்
ஆறெழுத்து,சுறுசுறுப்பு,ஊக்கம்,சோம்பல்,வேகம்
ஆறெழுத்து,சூரியகாந்தி,பூ,சூரியன்,எண்ணெய்
